,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58,x59,y59,x60,y60,x61,y61,x62,y62,x63,y63,x64,y64,x65,y65,x66,y66,x67,y67,x68,y68,x69,y69,x70,y70,x71,y71,x72,y72,x73,y73,x74,y74,x75,y75,x76,y76,x77,y77,x78,y78,x79,y79,x80,y80,x81,y81,x82,y82,x83,y83,x84,y84,x85,y85,x86,y86,x87,y87,x88,y88,x89,y89,x90,y90,x91,y91,x92,y92,x93,y93,x94,y94,x95,y95,x96,y96,x97,y97,x98,y98,x99,y99,x100,y100,x101,y101
77,58.0,617.0,58.0,617.0,57.4037742615,617.131408691,56.7109680176,617.517333984,56.0752067566,617.852294922,55.4439353943,618.133728027,54.6774787903,618.400146484,54.0298690796,618.609375,53.2033920288,618.628479004,52.6461677551,618.832092285,52.0565910339,618.798034668,51.4549217224,618.961242676,50.992023468,619.192443848,50.5722122192,619.104980469,50.0687103271,619.192565918,49.6048164368,619.312072754,49.0430641174,619.490722656,48.2565612793,619.655700684,47.6512985229,619.83404541,46.9345779419,619.952148438,46.250289917,620.219909668,45.6000862122,620.339111328,44.963596344,620.47052002,44.3004570007,620.872375488,43.7924003601,621.009094238,43.0893974304,621.171142578,42.632484436,621.539550781,42.1205635071,621.592224121,41.5744400024,621.738098145,40.9075393677,621.916259766,40.3987045288,621.941772461,39.8589782715,622.118652344,39.5341567993,622.223266602,39.0492706299,622.239562988,38.5067977905,622.489807129,38.1316337585,622.584777832,37.5813293457,622.720825195,36.885597229,622.943054199,36.3706817627,623.011474609,35.7387695312,623.039367676,35.1144790649,623.25970459,34.663772583,623.205810547,33.9818229675,623.321716309,33.3628234863,623.504699707,32.981086731,623.464111328,32.2796173096,623.628662109,31.7885093689,623.827636719,31.2269058228,623.809570312,30.649017334,623.937561035,30.1355037689,624.237976074,29.6956100464,624.290710449,29.0525417328,624.396728516,28.8137893677,624.563354492,28.2174510956,624.710876465,27.5277919769,625.108886719,27.0429496765,625.410644531,26.3955669403,625.658935547,25.7985038757,625.78515625,25.0698776245,625.797546387,24.3046855927,625.776428223,23.597026825,625.878967285,23.0849666595,625.77947998,22.5745353699,625.575012207,21.9662322998,625.613464355,21.356344223,625.468261719,20.6544761658,625.515197754,20.1258239746,625.609130859,19.7171897888,625.722167969,19.1939792633,625.759277344,18.8925018311,626.076782227,18.475938797,626.354675293,17.9454307556,626.737060547,17.743314743,626.882568359,17.1451320648,627.240783691,16.5973987579,627.501098633,15.9308261871,627.540893555,15.2038211823,627.724304199,14.5970363617,627.741638184,13.9854354858,627.491638184,13.2751712799,627.343200684,12.7393455505,627.536682129,12.1555118561,627.554138184,11.4219961166,627.685791016,10.874247551,628.013549805,10.1660966873,627.833557129,9.49085903168,627.821838379,9.11342144012,627.824707031,8.7137594223,627.911193848,8.16454219818,627.887084961,7.93791770935,627.825622559,7.43388795853,627.736938477,6.66597127914,628.081359863,6.1662530899,628.11907959,5.41168403625,628.294494629,4.80367898941,628.565063477,4.19882297516,628.417602539,3.53449392319,628.625061035,2.7844543457,628.763000488,2.20727491379,628.68963623,1.4886431694,628.766967773,0.930276870728,628.945678711
78,995.0,666.0,995.0,666.0,994.010986328,666.121826172,992.980163574,666.295288086,992.013916016,666.630981445,990.957275391,666.927490234,989.8125,667.114379883,988.79675293,667.366577148,987.567382812,667.421386719,986.596740723,667.68951416,985.588562012,667.786132812,984.529846191,667.94909668,983.675109863,668.166870117,982.858642578,668.142578125,981.991210938,668.203491211,981.099060059,668.389343262,1004.99438477,681.989074707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,451.0,457.0,451.0,457.0,450.487976074,457.138458252,449.873291016,457.436706543,449.325439453,457.744628906,448.868011475,457.987487793,448.109466553,458.200622559,447.561981201,458.416137695,446.80947876,458.426239014,446.239044189,458.667724609,445.760925293,458.704986572,445.247772217,458.887420654,444.828918457,459.095001221,444.454925537,459.027282715,444.041320801,459.127227783,443.651794434,459.288970947,443.201812744,459.52633667,442.54586792,459.665405273,441.903717041,459.840118408,441.216339111,459.982513428,440.634674072,460.230438232,440.04498291,460.285888672,439.483917236,460.351989746,438.902313232,460.718139648,438.365722656,460.863494873,437.794219971,461.019500732,437.361236572,461.362670898,436.945343018,461.464813232,436.436431885,461.634735107,435.853637695,461.830932617,435.428924561,461.895233154,434.957427979,462.094726562,434.73828125,462.220458984,434.325958252,462.286499023,433.856231689,462.580322266,433.473144531,462.649932861,433.033660889,462.82208252,432.351470947,462.997039795,432.001831055,463.117614746,431.392913818,463.185791016,430.872924805,463.380950928,430.468170166,463.347503662,429.844421387,463.47177124,429.262664795,463.662506104,428.895355225,463.630584717,428.349273682,463.803009033,427.903961182,464.041595459,427.457946777,464.080627441,426.955230713,464.277069092,426.503570557,464.594360352,426.041473389,464.675567627,425.496612549,464.687469482,425.250793457,464.816040039,424.773864746,464.946380615,424.128448486,465.322967529,423.692932129,465.610626221,423.089630127,465.850219727,422.547393799,465.968444824,421.948516846,466.016418457,421.258148193,466.032012939,420.652618408,466.187072754,420.212554932,466.172576904,419.784454346,466.047088623,419.245697021,466.087158203,418.715667725,466.063842773,418.061706543,466.096221924,417.581085205,466.182830811,417.222442627,466.286071777,416.798095703,466.290161133,416.466094971,466.527770996,416.0859375,466.748413086,415.661956787,467.022644043,415.457122803,467.19354248,414.96105957,467.521240234,414.420043945,467.768890381,413.823638916,467.80657959,413.182739258,468.007720947,412.625671387,468.010986328,412.054351807,467.814697266,411.436401367,467.714172363,410.923553467,467.888366699,410.438873291,467.917114258,409.809295654,468.024658203,409.249847412,468.324249268,408.658325195,468.147064209,408.042907715,468.109924316,407.755706787,468.093780518,407.354522705,468.156799316,406.832702637,468.106018066,406.616760254,468.050567627,406.152893066,467.979248047,405.433380127,468.362487793,405.024230957,468.392181396,404.325653076,468.553283691,403.799804688,468.791564941,403.226348877,468.677703857,402.663543701,468.821990967,402.058654785,468.955963135,401.592346191,468.865386963,400.897583008,469.005126953,400.376983643,469.235076904
80,1010.0,648.0,1010.0,648.0,1008.99609375,648.062438965,1008.02178955,648.270019531,1007.08325195,648.590270996,1006.04351807,648.890197754,1004.90252686,649.064575195,1003.89837646,649.294250488,1002.74829102,649.356201172,1001.79229736,649.641113281,1000.83074951,649.759887695,999.813232422,649.91619873,998.974304199,650.166259766,998.108764648,650.082092285,997.246704102,650.133361816,996.430175781,650.328308105,1024.06176758,672.259765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,999.0,588.0,999.0,588.0,998.114135742,588.112304688,997.086791992,588.298095703,996.213989258,588.589416504,995.211242676,588.892578125,994.105957031,589.077392578,993.17779541,589.318786621,992.046813965,589.359680176,991.150695801,589.632568359,990.281921387,589.711364746,989.315979004,589.903930664,988.597900391,590.135314941,987.851745605,590.106872559,987.026794434,590.125488281,986.223693848,590.28918457,985.356079102,590.659912109,984.309509277,590.805053711,983.396179199,590.999511719,982.321716309,591.148193359,981.333618164,591.354309082,980.348632812,591.444458008,979.383361816,591.48651123,978.467895508,591.778442383,977.632629395,591.922973633,976.624694824,592.036743164,975.85736084,592.392883301,975.008056641,592.599914551,974.09375,592.815063477,973.169250488,593.0546875,972.329528809,593.217041016,971.471679688,593.497375488,970.877258301,593.722106934,970.041809082,593.894958496,969.206298828,594.017150879,968.512756348,594.090148926,967.651184082,594.336242676,966.733459473,594.619812012,965.867004395,594.784118652,964.909179688,594.863769531,964.007629395,595.038024902,963.157165527,595.048217773,962.080627441,595.27532959,961.200012207,595.456726074,960.476928711,595.538635254,959.471801758,595.807983398,958.72833252,596.034118652,957.84197998,596.136108398,956.953796387,596.308227539,956.100952148,596.653869629,955.227233887,596.791015625,954.335998535,596.756896973,953.714538574,596.947021484,952.870727539,596.966247559,951.909912109,597.276367188,951.073303223,597.60333252,950.070129395,597.886352539,949.120117188,598.051879883,948.097595215,598.102783203,946.983093262,598.222290039,945.924194336,598.472106934,945.133605957,598.552124023,944.17767334,598.50012207,943.296630859,598.633850098,942.389282227,598.711914062,941.406494141,598.79864502,940.578979492,598.895751953,939.768798828,599.054077148,904.493164062,599.94519043,875.881347656,635.033508301,875.098571777,635.221374512,874.248535156,635.478393555,873.756408691,635.631408691,872.91217041,635.95513916,871.968261719,636.194702148,870.946105957,636.237670898,869.939575195,636.496032715,868.986633301,636.556030273,868.03302002,636.386962891,867.027770996,636.313049316,866.10144043,636.500183105,865.226074219,636.561767578,864.122924805,636.738952637,863.231384277,636.972595215,862.243164062,636.845153809,861.173095703,636.812683105,860.420959473,636.78338623,859.733337402,636.804138184,858.878051758,636.72644043,858.214111328,636.631103516,857.32824707,636.601318359,856.311523438,636.868347168,855.503723145,636.89831543,854.382385254,637.065917969,853.366394043,637.188598633,852.54309082,637.063537598,851.60760498,637.249633789,850.462097168,637.350524902,849.533630371,637.323059082,848.527099609,637.466674805,847.632324219,637.782043457
82,544.0,587.0,544.0,587.0,543.037414551,587.125610352,541.968078613,587.369506836,540.991760254,587.704345703,540.002441406,588.001708984,538.890014648,588.202087402,537.925598145,588.446411133,536.756774902,588.487487793,535.79901123,588.729125977,534.811950684,588.76940918,533.866333008,588.958618164,532.998474121,589.173950195,532.181762695,589.127746582,531.311767578,589.168212891,530.427978516,589.326538086,529.413391113,589.54119873,528.42364502,589.691711426,527.458679199,589.913391113,526.327331543,590.054321289,525.31072998,590.295593262,524.288269043,590.401794434,523.311157227,590.542419434,522.295593262,590.88067627,521.389343262,591.030334473,520.350769043,591.188293457,519.559448242,591.602966309,518.721923828,591.741394043,517.79699707,591.937011719,516.747070312,592.127685547,515.935424805,592.242858887,515.008789062,592.50958252,514.351318359,592.735778809,513.518554688,592.807800293,512.620910645,593.018371582,511.919616699,593.132263184,511.023834229,593.308654785,509.979614258,593.631835938,509.138244629,593.770507812,508.156524658,593.841674805,507.1590271,594.039733887,506.318603516,594.018249512,505.283050537,594.141479492,504.375915527,594.376953125,503.594940186,594.411193848,502.605133057,594.671936035,501.728271484,594.884887695,500.831695557,594.980529785,499.85269165,595.132080078,498.964080811,595.467041016,498.134918213,595.606872559,497.113983154,595.670532227,496.535125732,595.805664062,495.553497314,595.898010254,494.541473389,596.263427734,493.649658203,596.589172363,492.66217041,596.844787598,491.645599365,596.992431641,490.577819824,597.032226562,489.456756592,597.076416016,488.331756592,597.217224121,487.433990479,597.168579102,486.539154053,597.093444824,485.574981689,597.156860352,484.563323975,597.127990723,483.522338867,597.224853516,482.591705322,597.311096191,481.844207764,597.470703125,480.963226318,597.451782227,480.243713379,597.716247559,479.465576172,597.916564941,478.609588623,598.145507812,477.962097168,598.276184082,476.983764648,598.647827148,476.028686523,598.873596191,475.030822754,598.920410156,473.952362061,599.10144043,472.96206665,599.119812012,471.967315674,598.9609375,470.88885498,598.850036621,469.952178955,598.985839844,469.039215088,598.995178223,468.011016846,599.150024414,467.066619873,599.440795898,466.023681641,599.262451172,465.008300781,599.240539551,464.268005371,599.226074219,463.475708008,599.296020508,462.621582031,599.265441895,461.964660645,599.195068359,461.140594482,599.151489258,459.951293945,599.523498535,459.096008301,599.576904297,458.034729004,599.777099609,457.005310059,599.947265625,456.064788818,599.854553223,455.02130127,600.027282715,453.90814209,600.070129395,453.040435791,600.055297852,451.905700684,600.157226562,450.966796875,600.435791016
83,649.0,378.0,649.0,378.0,648.270141602,378.121917725,647.571777344,378.295684814,646.773376465,378.634277344,646.076660156,378.901306152,645.291259766,379.187530518,644.607177734,379.395721436,643.806030273,379.410064697,643.201965332,379.664520264,642.671020508,379.699554443,641.940063477,379.889556885,641.35345459,380.110076904,640.934448242,380.046722412,640.356384277,380.077026367,639.899353027,380.25604248,639.304199219,380.461334229,638.577636719,380.569396973,637.907409668,380.776123047,637.137145996,380.925842285,636.398864746,381.153045654,635.729370117,381.254974365,634.974731445,381.3309021,634.292602539,381.637420654,633.698730469,381.799346924,632.951843262,381.969970703,632.401977539,382.310882568,631.897888184,382.384613037,631.278808594,382.61618042,630.627502441,382.824249268,630.09387207,382.952331543,629.52947998,383.118438721,629.113037109,383.276428223,628.699157715,383.358551025,628.082824707,383.616424561,627.660766602,383.720977783,627.096435547,383.906677246,626.423400879,384.027709961,625.838867188,384.314361572,625.207397461,384.279388428,624.576721191,384.532836914,624.000610352,384.547302246,623.269714355,384.705841064,622.647521973,384.939666748,622.194641113,384.89956665,621.464538574,385.146484375,620.938598633,385.404632568,620.314819336,385.381072998,619.800170898,385.553955078,619.212768555,385.886138916,618.68939209,385.99130249,617.997253418,385.962402344,617.582702637,386.117523193,616.950927734,386.179595947,616.103637695,386.618896484,615.49005127,386.893096924,614.842712402,387.124481201,614.152038574,387.228149414,613.442382812,387.322296143,612.717041016,387.418914795,611.988647461,387.602722168,611.522888184,387.664733887,610.968261719,387.603302002,610.327819824,387.672088623,609.803466797,387.677398682,609.11126709,387.817932129,608.604187012,387.837738037,608.146484375,387.947418213,607.598876953,387.954986572,607.210998535,388.089233398,606.734802246,388.283538818,606.108703613,388.511810303,605.789611816,388.683410645,605.149963379,389.016052246,604.507446289,389.234802246,603.851928711,389.341491699,603.109802246,389.558258057,602.387695312,389.649536133,601.784301758,389.497039795,601.043273926,389.360534668,600.409667969,389.520050049,599.796569824,389.622497559,598.969787598,389.782348633,598.291381836,389.997009277,597.574462891,389.846801758,596.784545898,389.848419189,596.228881836,389.77722168,595.717346191,389.840484619,595.135437012,389.750518799,594.72277832,389.69354248,594.086791992,389.666534424,593.304321289,389.90802002,592.823791504,389.976257324,591.995666504,390.113616943,591.176635742,390.328399658,590.655456543,390.2371521,589.997009277,390.328674316,589.171386719,390.534973145,588.628662109,390.448120117,587.892944336,390.536560059,587.233764648,390.817779541
84,907.0,674.0,907.0,674.0,906.047119141,674.070007324,904.902526855,674.331054688,904.043579102,674.726074219,902.914245605,674.964538574,901.745666504,675.138244629,900.697937012,675.455200195,899.40411377,675.639404297,898.52355957,675.809326172,897.458435059,675.846313477,896.355407715,675.976135254,895.40222168,676.194824219,894.663879395,676.20300293,893.709472656,676.247192383,892.693969727,676.436279297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,889.0,678.0,889.0,678.0,888.038146973,678.020202637,886.839660645,678.36505127,886.061279297,678.786560059,884.898071289,678.941711426,883.719848633,679.123046875,882.682678223,679.475524902,881.339782715,679.690429688,880.424316406,679.780517578,879.436584473,679.840942383,878.345092773,679.905334473,877.336914062,680.154052734,876.652160645,680.166687012,875.679138184,680.240844727,874.532348633,680.39263916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,1018.0,615.0,1018.0,615.0,1017.10784912,615.098937988,1016.07196045,615.282043457,1015.16687012,615.58581543,1014.16992188,615.888793945,1013.0680542,616.072021484,1012.08734131,616.313232422,1010.96282959,616.340942383,1010.0579834,616.599975586,1009.13494873,616.704772949,1008.16790771,616.899230957,1007.37322998,617.117919922,1006.67303467,617.093994141,1005.82501221,617.100830078,1005.00213623,617.284118652,1004.1328125,617.705078125,1021.12628174,676.201843262,1020.09881592,676.438049316,1018.97613525,676.726806641,1017.93707275,676.889221191,1016.89678955,676.966552734,1015.8706665,676.997314453,1014.89123535,677.209472656,1013.9263916,677.379760742,1012.8817749,677.602233887,1012.03765869,677.936706543,1011.14245605,678.078186035,1010.1328125,678.26348877,1009.14324951,678.626098633,1008.23083496,678.819335938,1007.34405518,679.006713867,1006.70837402,679.248168945,1005.80340576,679.390258789,1004.8616333,679.624816895,1004.05535889,679.661865234,1003.10864258,679.947509766,1002.11700439,680.205688477,1001.2210083,680.36151123,1000.15130615,680.448852539,999.146362305,680.717956543,998.280151367,680.704223633,997.090759277,680.888793945,996.101135254,681.067321777,995.35168457,681.104064941,994.270202637,681.386535645,993.389465332,681.728149414,992.437683105,681.858825684,991.402832031,682.007629395,990.608703613,682.346557617,989.761413574,682.54296875,988.788452148,682.463500977,988.119628906,682.63293457,987.149169922,682.670532227,986.063476562,683.013183594,985.197143555,683.271789551,984.190002441,683.587158203,983.161865234,683.778259277,982.091369629,683.883605957,980.948974609,683.888122559,979.869567871,684.052490234,978.946533203,684.053283691,978.002807617,684.128173828,977.034973145,684.274841309,976.082275391,684.337524414,974.918762207,684.502441406,973.96496582,684.582519531,973.048522949,684.689819336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,293.0,452.0,293.0,452.0,292.521484375,451.969604492,291.92401123,452.106842041,291.451538086,452.21206665,290.874420166,452.320037842,290.225097656,452.425628662,289.701324463,452.434204102,288.950134277,452.239135742,288.452728271,452.270751953,288.01574707,452.104156494,287.457855225,452.122894287,287.100372314,452.173736572,286.770965576,451.934204102,286.358276367,451.858062744,285.925872803,451.813781738,285.515899658,451.826629639,284.845001221,451.804901123,284.301879883,451.84954834,283.632843018,451.797302246,283.004547119,451.916046143,282.369873047,451.871795654,281.789215088,451.835449219,281.223815918,452.004333496,280.759735107,452.019500732,280.205657959,452.066314697,279.811889648,452.246612549,279.363677979,452.184631348,278.91998291,452.239654541,278.403808594,452.251678467,278.002838135,452.198425293,277.623626709,452.297027588,277.290100098,452.344238281,276.895111084,452.229675293,276.399047852,452.336517334,275.970123291,452.28137207,275.356719971,452.317230225,274.589263916,452.366943359,273.921478271,452.323486328,272.999969482,452.183746338,272.070068359,452.207305908,271.466430664,452.045806885,270.649047852,452.063751221,269.765716553,452.021179199,269.182037354,451.903411865,268.228485107,451.907409668,267.509246826,451.947906494,266.732513428,451.827606201,266.017608643,451.859954834,265.317016602,452.001922607,264.601043701,451.967803955,263.788085938,451.893280029,263.324859619,451.93649292,262.560241699,451.888916016,261.588867188,452.15512085,261.10144043,452.340209961,260.257904053,452.500946045,259.500244141,452.539611816,258.720153809,452.449371338,257.835266113,452.356414795,257.210388184,452.432647705,256.799194336,452.270782471,256.020599365,452.054077148,255.60949707,452.069152832,254.955490112,451.901855469,254.41796875,451.930786133,254.053085327,451.972595215,253.771957397,452.063598633,253.554275513,452.07434082,253.458084106,452.387451172,253.306655884,452.664978027,252.987136841,452.937896729,253.046829224,453.11151123,252.664138794,453.431152344,252.385742188,453.69128418,252.022247314,453.760070801,251.633102417,453.917327881,251.275222778,453.938842773,250.886810303,453.756103516,250.534240723,453.610137939,250.287963867,453.800231934,250.024368286,453.812286377,249.608200073,453.954315186,249.30708313,454.218963623,248.94052124,454.029205322,248.477493286,454.024810791,248.336608887,454.026611328,248.183868408,454.11227417,247.974060059,454.081268311,247.951004028,454.033538818,247.705657959,453.994476318,247.209609985,454.315948486,246.994766235,454.401947021,246.515365601,454.599639893,246.094268799,454.831237793,245.871429443,454.697784424,245.468826294,454.879211426,245.033340454,454.954742432,244.697036743,454.939605713,244.329330444,455.018615723,243.998153687,455.291351318
88,986.0,640.0,986.0,640.0,985.047241211,640.136352539,984.01763916,640.295471191,983.070739746,640.63873291,982.054931641,640.92401123,980.942687988,641.09161377,979.956054688,641.332458496,978.807434082,641.356140137,977.851013184,641.65826416,976.881958008,641.765258789,975.90020752,641.946105957,975.035339355,642.203735352,974.237060547,642.174804688,973.366882324,642.213623047,972.564758301,642.40020752,971.639831543,642.911560059,978.178283691,668.488708496,977.154541016,668.727355957,976.059875488,668.901489258,975.040283203,669.096740723,973.990722656,669.187255859,972.95324707,669.223632812,971.968261719,669.508972168,970.967895508,669.658630371,969.89239502,669.821350098,969.036376953,670.149230957,968.13067627,670.293273926,967.10144043,670.535339355,966.114135742,670.823364258,965.174316406,670.973022461,964.259033203,671.207336426,963.625366211,671.491577148,962.757873535,671.648254395,961.83581543,671.833068848,961.010803223,671.915771484,960.089904785,672.167358398,959.067687988,672.419921875,958.15814209,672.647827148,957.060424805,672.713867188,956.056518555,672.92401123,955.198791504,672.978881836,953.983520508,673.034057617,952.928222656,673.203063965,952.194824219,673.339355469,951.150817871,673.62109375,950.24609375,673.903930664,949.335266113,674.043518066,948.340393066,674.23840332,947.405761719,674.576049805,946.667297363,674.76348877,945.714477539,674.808166504,944.927978516,674.796325684,944.015563965,674.93170166,942.974609375,675.284362793,942.032958984,675.534423828,941.00970459,675.829101562,939.984313965,675.99798584,938.857666016,676.0546875,937.746765137,676.208129883,936.671875,676.472412109,935.729492188,676.433837891,934.749450684,676.434570312,933.751525879,676.600036621,932.70916748,676.654052734,931.573364258,676.811340332,930.650268555,676.879699707,929.811218262,677.005859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,195.0,603.0,195.0,603.0,194.637557983,603.132263184,194.043991089,603.435424805,193.634506226,603.77154541,193.091506958,604.038269043,192.452209473,604.280944824,192.00617981,604.462768555,191.299118042,604.470153809,190.94744873,604.688964844,190.601013184,604.669311523,190.041290283,604.855957031,189.790359497,605.098327637,189.518218994,604.986816406,189.158370972,605.058349609,188.871780396,605.170532227,188.456619263,605.323913574,187.885696411,605.458435059,187.415679932,605.681213379,186.861206055,605.805847168,186.297698975,606.05859375,185.883911133,606.168579102,185.289321899,606.255432129,184.887664795,606.615112305,184.457641602,606.779052734,183.983474731,606.940795898,183.664337158,607.248535156,183.26411438,607.309631348,182.901916504,607.486572266,182.405410767,607.661010742,182.048416138,607.693847656,181.695281982,607.893737793,181.475021362,608.001159668,181.148925781,608.01776123,180.799758911,608.23248291,180.540908813,608.282287598,180.101470947,608.44708252,179.650634766,608.681091309,179.264358521,608.75994873,178.807418823,608.784790039,178.327468872,608.974243164,178.038482666,608.949707031,177.447601318,609.049682617,177.075790405,609.182800293,176.866226196,609.173583984,176.326126099,609.298339844,176.024703979,609.517028809,175.64100647,609.518066406,175.144821167,609.650878906,174.845840454,609.971801758,174.486572266,610.052124023,174.002319336,610.076599121,173.901367188,610.197265625,173.517913818,610.335021973,172.969497681,610.747314453,172.677322388,611.01361084,172.168441772,611.223205566,171.73600769,611.359191895,171.152297974,611.370605469,170.560806274,611.376464844,170.005950928,611.494140625,169.77444458,611.407287598,169.308273315,611.223876953,168.905105591,611.278747559,168.460205078,611.171081543,167.899108887,611.20098877,167.536376953,611.284423828,167.175994873,611.383117676,166.869888306,611.393859863,166.69960022,611.740661621,166.402191162,611.974182129,166.042037964,612.27154541,165.957885742,612.470336914,165.581298828,612.808227539,165.09085083,613.021240234,164.669692993,613.054016113,164.089950562,613.21484375,163.628723145,613.229553223,163.115386963,613.005187988,162.675628662,612.881652832,162.236175537,613.036804199,161.849945068,613.044616699,161.219665527,613.14666748,160.903427124,613.507141113,160.344085693,613.25213623,159.836013794,613.233032227,159.60848999,613.231018066,159.309738159,613.317077637,158.987716675,613.299499512,158.909210205,613.231567383,158.500961304,613.166503906,157.952484131,613.565856934,157.60496521,613.625793457,156.996398926,613.786621094,156.459564209,614.002746582,156.070785522,613.875061035,155.610031128,614.056884766,155.00958252,614.104736328,154.602874756,614.042907715,154.09236145,614.150390625,153.61920166,614.430541992
90,744.0,117.0,744.0,117.0,742.730224609,116.997367859,741.151672363,117.177101135,739.794372559,117.331420898,738.403747559,117.800682068,736.909973145,118.040344238,735.597595215,118.278648376,734.053466797,118.144340515,732.774902344,118.347740173,731.540649414,118.578277588,730.189941406,118.786529541,729.010314941,119.051712036,727.877807617,118.853088379,726.603027344,118.911964417,725.361450195,119.086723328,724.126647949,119.41532135,722.768859863,119.472564697,721.370056152,119.672065735,719.940307617,119.812103271,718.515991211,120.158027649,717.09588623,120.204017639,715.702758789,120.22177124,714.24407959,120.426010132,712.981384277,120.716957092,711.615966797,120.921104431,710.395202637,121.234046936,709.16003418,121.247680664,707.940429688,121.580444336,706.590332031,121.786048889,705.375,121.909057617,704.098754883,122.007255554,703.0703125,122.192657471,701.882629395,122.184906006,700.518493652,122.396987915,699.313293457,122.324913025,698.056274414,122.52583313,696.609313965,122.657669067,695.326293945,122.735717773,693.917907715,122.637123108,692.489807129,122.677314758,691.232849121,122.502624512,689.757141113,122.532943726,688.284851074,122.667327881,687.109436035,122.563514709,685.705322266,122.583312988,684.344299316,122.574943542,683.00213623,122.455986023,681.641662598,122.57194519,680.264038086,122.789321899,678.955505371,122.65940094,677.532226562,122.490325928,676.339050293,122.265792847,674.942504883,122.229400635,673.334228516,122.479675293,672.00793457,122.498573303,670.583251953,122.550361633,669.08770752,122.331512451,667.628662109,122.190734863,666.147277832,122.065628052,664.753845215,122.163772583,663.452026367,121.924690247,662.023010254,121.47428894,660.695251465,121.611778259,659.232788086,121.229232788,657.708618164,121.058731079,656.385986328,121.002540588,655.035339355,120.983970642,653.402770996,120.542564392,652.304199219,120.882598877,650.815612793,120.933708191,649.356140137,121.023933411,648.198974609,120.807052612,646.627868652,120.805038452,644.944580078,120.62487793,643.366027832,120.254829407,641.844787598,120.276435852,640.320617676,120.195083618,638.805664062,119.740600586,637.15411377,119.225234985,635.731445312,119.232498169,634.198974609,118.928695679,632.489440918,118.882987976,631.036254883,118.99281311,629.586242676,118.660850525,627.967651367,118.334831238,626.562927246,118.13634491,625.200195312,118.011878967,623.672912598,117.663787842,622.44732666,117.270622253,620.936523438,116.976165771,619.257324219,117.131660461,617.596313477,116.614395142,615.905517578,116.367340088,614.246582031,116.486618042,612.788391113,116.021255493,611.112243652,115.963943481,609.480773926,115.822105408,607.996337891,115.346450806,606.181640625,115.118141174,604.676574707,115.160751343
